SMILES,NAME,i_m_ct_format,i_sd_PUBCHEM\_COMPOUND\_CID,s_sd_PUBCHEM\_IUPAC\_INCHI,s_sd_PUBCHEM\_IUPAC\_INCHIKEY,r_sd_PUBCHEM\_EXACT\_MASS,s_sd_PUBCHEM\_MOLECULAR\_FORMULA,r_sd_PUBCHEM\_MOLECULAR\_WEIGHT,r_sd_PUBCHEM\_CACTVS\_TPSA,i_sd_Reference_for_HalfLife\_AID\_num,i_sd_Stable,r_sd_Half-Life_in_MLM_minutes,s_sd_PUBCHEM\_IUPAC\_NAME,s_sd_PUBCHEM\_IUPAC\_TRADITIONAL\_NAME,b_sd_chiral_flag,i_sd_version,s_m_source_file,i_m_source_file_index,i_lp_mmshare_version,i_f3d_flags,s_epik_input,s_epik_cmdline,r_lp_tautomer_probability,r_epik_Ionization_Penalty,r_epik_Ionization_Penalty_Charging,r_epik_Ionization_Penalty_Neutral,r_epik_State_Penalty,r_epik_Charging_Adjusted_Penalty,i_epik_Tot_Q,i_epik_Tot_abs_Q,s_st_EZ_1,s_st_EZ_2,s_lp_Force_Field,r_lp_Energy,b_lp_Chiralities_Consistent,s_lp_Variant,r_mmod_Potential_Energy-S-OPLS,r_mmod_Stretch_Energy-S-OPLS,r_mmod_Bend_Energy-S-OPLS,r_mmod_Torsional_Energy-S-OPLS,r_mmod_Improper_Torsional_Energy-S-OPLS,r_mmod_Van_der_Waal_Energy-S-OPLS,r_mmod_Electrostatic_Energy-S-OPLS,r_mmod_Solvation_Energy-S-OPLS,b_mmod_Minimization_Converged-S-OPLS,r_mmod_RMS_Derivative-S-OPLS,i_sd_Name,r_sd_PUBCHEM\_XLOGP3\_AA,s_sd_Qualifier_for_MLM_HalfLife,s_epik_Chemistry_Notes,i_qp_#stars,i_qp_#amine,i_qp_#amidine,i_qp_#acid,i_qp_#amide,i_qp_#rotor,i_qp_#rtvFG,i_qp_CNS,r_qp_mol_MW,r_qp_dipole,r_qp_SASA,r_qp_FOSA,r_qp_FISA,r_qp_PISA,r_qp_WPSA,r_qp_volume,r_qp_donorHB,r_qp_accptHB,r_qp_dip^2/V,r_qp_ACxDN^.5/SA,r_qp_glob,r_qp_QPpolrz,r_qp_QPlogPC16,r_qp_QPlogPoct,r_qp_QPlogPw,r_qp_QPlogPo/w,r_qp_QPlogS,r_qp_CIQPlogS,r_qp_QPlogHERG,r_qp_QPPCaco,r_qp_QPlogBB,r_qp_QPPMDCK,r_qp_QPlogKp,r_qp_IP(eV),r_qp_EA(eV),i_qp_#metab,r_qp_QPlogKhsa,i_qp_HumanOralAbsorption,r_qp_PercentHumanOralAbsorption,r_qp_SAfluorine,r_qp_SAamideO,r_qp_PSA,i_qp_#NandO,i_qp_RuleOfFive,i_qp_RuleOfThree,i_qp_#ringatoms,i_qp_#in34,i_qp_#in56,i_qp_#noncon,i_qp_#nonHatm,r_qp_Jm
COc(cc1)ccc1[C@H](N(N2)C(=O)C)[C@H](C=23)CSc4c3cc(cc4)OC,16203329,2,16203329,"InChI=1S/C20H20N2O3S/c1-12(23)22-20(13-4-6-14(24-2)7-5-13)17-11-26-18-9-8-15(25-3)10-16(18)19(17)21-22/h4-10,17,20H,11H2,1-3H3/t17-,20-/m0/s1",VGPDGUAKRHAHGI-PXNSSMCTSA-N,368.119464,C20H20N2O3S,368.4494,76.4,674932,0,12.0,"1-[(3R,3aR)-8-methoxy-3-(4-methoxyphenyl)-3a,4-dihydro-3H-thiochromeno[4,3-c]pyrazol-2-yl]ethanone","1-[(3R,3aR)-8-methoxy-3-(4-methoxyphenyl)-3a,4-dihydro-3H-thiochromeno[4,3-c]pyrazol-2-yl]ethanone",1,0,ligprep_3.sdf,647,55137,0,W0NIM11PYyhbY0hdMSlbY0hdW2NIXWMoU1tDSDJdMiljMUMoW0NASF0yMyk9Tk4oQyg9TylbQ0gzXSlbQ0BIXTNjNFtjSF1bY0hdYyhPW0NIM10pW2NIXVtjSF00,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0,0.0,0.0,-0.0,0.0,0,0,,,S-OPLS,33.697731,1,16203329-1,6.62899494171143,19.6321582794189,41.6225166320801,-26.7478313446045,0.380760550498962,111.641822814941,-87.0793838500977,-52.821044921875,1,0.0428858734667301,16203329,3.0,,This compound has an imine and may undergo hydrolysis.,0,0,0,0,0,2,0,1,368.45,6.165,630.391,324.38,43.044,221.556,41.412,1128.601,0.0,5.5,0.0336792,0.0,0.8316016,39.844,10.853,16.386,8.027,4.099,-5.138,-5.291,-5.313,3870.037,0.13,3601.246,-1.34,8.677,0.828,5,0.338,3,100.0,0.0,0.0,57.387,5,0,0,19,0,19,3,26,0.12242004228275
COc(cc1)ccc1[C@H](N(N2)C(=O)C)[C@H](C=23)COc4c3cc(F)cc4,16203328,2,16203328,"InChI=1S/C19H17FN2O3/c1-11(23)22-19(12-3-6-14(24-2)7-4-12)16-10-25-17-8-5-13(20)9-15(17)18(16)21-22/h3-9,16,19H,10H2,1-2H3/t16-,19-/m0/s1",BGYBYDIOERHUCM-LPHOPBHVSA-N,340.122321,C19H17FN2O3,340.348283,51.1,674932,0,11.0,"1-[(3R,3aR)-8-fluoro-3-(4-methoxyphenyl)-3a,4-dihydro-3H-chromeno[4,3-c]pyrazol-2-yl]ethanone","1-[(3R,3aR)-8-fluoro-3-(4-methoxyphenyl)-3a,4-dihydro-3H-chromeno[4,3-c]pyrazol-2-yl]ethanone",1,0,ligprep_3.sdf,648,55137,0,RmMoW2NIXTEpW2NIXVtjSF1jKE9bQ0gyXTIpYzFDKFtDQEhdMjMpPU5OKEMoPU8pW0NIM10pW0NASF0zYzRbY0hdW2NIXWMoT1tDSDNdKVtjSF1bY0hdNA==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0,0.0,0.0,-0.0,0.0,0,0,,,S-OPLS,28.760906,1,16203328-1,-32.5299339294434,18.0763301849365,32.5257797241211,-29.906702041626,0.239388689398766,110.238082885742,-117.00821685791,-46.6945953369141,1,0.0424890965223312,16203328,2.6,,This compound has an imine and may undergo hydrolysis.,0,0,0,0,0,1,0,1,340.353,4.105,578.435,239.965,44.499,247.182,46.789,1029.683,0.0,5.0,0.0163674,0.0,0.852536,36.772,9.549,14.957,7.816,3.738,-4.602,-4.926,-5.097,3748.994,0.21,3723.853,-1.373,9.19,0.92,3,0.227,3,100.0,46.789,0.0,58.399,5,0,0,19,0,19,3,25,0.360886608425822
COc(cc1)ccc1[C@H](N(N2)C(=O)C)[C@H](C=23)COc4c3cc(cc4)OC,16203327,2,16203327,"InChI=1S/C20H20N2O4/c1-12(23)22-20(13-4-6-14(24-2)7-5-13)17-11-26-18-9-8-15(25-3)10-16(18)19(17)21-22/h4-10,17,20H,11H2,1-3H3/t17-,20-/m0/s1",ZWLFZOXOJJFBDE-PXNSSMCTSA-N,352.142307,C20H20N2O4,352.3838,60.4,674932,0,10.0,"1-[(3R,3aR)-8-methoxy-3-(4-methoxyphenyl)-3a,4-dihydro-3H-chromeno[4,3-c]pyrazol-2-yl]ethanone","1-[(3R,3aR)-8-methoxy-3-(4-methoxyphenyl)-3a,4-dihydro-3H-chromeno[4,3-c]pyrazol-2-yl]ethanone",1,0,ligprep_3.sdf,649,55137,0,W0NIM11PYyhbY0hdMSlbY0hdW2NIXWMoT1tDSDJdMiljMUMoW0NASF0yMyk9Tk4oQyg9TylbQ0gzXSlbQ0BIXTNjNFtjSF1bY0hdYyhPW0NIM10pW2NIXVtjSF00,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0,0.0,0.0,-0.0,0.0,0,0,,,S-OPLS,33.307516,1,16203327-1,-26.7005386352539,19.5865268707275,42.6842193603516,-29.867130279541,0.242153152823448,118.864860534668,-122.817756652832,-55.3934059143066,1,0.0499575138092041,16203327,2.4,,This compound has an imine and may undergo hydrolysis.,0,0,0,0,0,2,0,1,352.389,6.213,608.016,333.324,44.462,230.23,0.0,1090.37,0.0,5.75,0.0353997,0.0,0.8426212,38.397,10.285,15.882,8.273,3.57,-4.403,-4.834,-5.177,3751.999,0.025,2065.666,-1.336,8.884,0.697,4,0.16,3,100.0,0.0,0.0,66.605,6,0,0,19,0,19,3,26,0.643163121817337
COc(cc1)ccc1[C@H](N(N2)C(=O)C)[C@H](C=23)CCc4c3cc(cc4)OC,1070510,2,1070510,"InChI=1S/C21H22N2O3/c1-13(24)23-21(15-5-8-16(25-2)9-6-15)18-11-7-14-4-10-17(26-3)12-19(14)20(18)22-23/h4-6,8-10,12,18,21H,7,11H2,1-3H3/t18-,21-/m0/s1",QXGBVUBUQAGSCW-RXVVDRJESA-N,350.163043,C21H22N2O3,350.41098,51.1,674932,0,8.2,"1-[(3R,3aR)-8-methoxy-3-(4-methoxyphenyl)-3,3a,4,5-tetrahydrobenzo[g]indazol-2-yl]ethanone","1-[(3R,3aR)-8-methoxy-3-(4-methoxyphenyl)-3,3a,4,5-tetrahydrobenz[g]indazol-2-yl]ethanone",1,0,ligprep_3.sdf,650,55137,0,W2NIXTFbY0hdYyhPW0NIM10pW2NIXVtjSF1jMVtDQEBIXTJOKEMoPU8pW0NIM10pTj1DKFtDQEBIXTIzKWM0YyhbQ0gyXVtDSDJdMylbY0hdW2NIXWMoW2NIXTQpT1tDSDNd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0,0.0,0.0,-0.0,0.0,0,0,,,S-OPLS,35.312979,1,1070510-1,44.6836471557617,20.2891330718994,40.4982070922852,-25.4154224395752,0.229796588420868,116.222434997559,-56.0512619018555,-51.089241027832,1,0.040867205709219,1070510,3.1,,This compound has an imine and may undergo hydrolysis.,0,0,0,0,0,2,0,1,350.416,7.246,624.793,365.018,43.644,216.131,0.0,1124.444,0.0,5.0,0.0466978,0.0,0.8369905,39.626,10.493,16.026,7.474,4.147,-5.113,-5.075,-5.2,3819.624,0.028,2105.937,-1.37,8.918,0.577,5,0.46,3,100.0,0.0,0.0,57.668,5,0,0,19,0,19,4,26,0.114993010401012
CN1CCN(CC1)c(ccc2)cc2Nc(n3)nn(c34)cccc4-c5ccc(cc5)S(=O)(=O)C,57336812,2,57336812,"InChI=1S/C24H26N6O2S/c1-28-13-15-29(16-14-28)20-6-3-5-19(17-20)25-24-26-23-22(7-4-12-30(23)27-24)18-8-10-21(11-9-18)33(2,31)32/h3-12,17H,13-16H2,1-2H3,(H,25,27)",RFZKSQIFOZZIAQ-UHFFFAOYSA-N,462.183795,C24H26N6O2S,462.56724,91.2,675899,0,20.0,"N-[3-(4-methylpiperazin-1-yl)phenyl]-8-(4-methylsulfonylphenyl)-[1,2,4]triazolo[1,5-a]pyridin-2-amine","[8-(4-mesylphenyl)-[1,2,4]triazolo[1,5-a]pyridin-2-yl]-[3-(4-methylpiperazino)phenyl]amine",0,0,ligprep_3.sdf,651,55137,0,Tz1TKD1PKShbQ0gzXSljKFtjSF1bY0hdMSlbY0hdW2NIXWMxLWMoW2NIXVtjSF1bY0hdMiljKG4yMyluYyhuMylbTkhdYyhbY0hdW2NIXVtjSF00KVtjSF1jNE41W0NIMl1bQ0gyXU4oW0NIM10pW0NIMl1bQ0gyXTU=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,1.3489,0.0,1.3489,1.4212,1.42119980938189,0,0,,,S-OPLS,46.33959,1,57336812-2,-415.426818847656,21.9645576477051,42.9509239196777,46.2523231506348,-2.24517703056335,142.783554077148,-529.087829589844,-138.045166015625,1,0.0469756424427032,57336812,3.4,,,0,1,0,0,0,4,0,0,462.568,7.953,797.389,308.822,136.037,352.531,0.0,1434.835,1.0,10.0,0.0440804,0.0125409,0.7715474,52.066,15.404,24.924,15.394,2.987,-5.073,-4.894,-7.636,126.696,-0.803,58.671,-4.463,7.983,1.357,3,0.298,3,82.068,0.0,0.0,85.822,8,0,0,27,0,27,4,33,0.000134523050465698
FC(F)(F)c1cc(C(F)(F)F)cc(c1)[C@H]2[C@@H](C2)[C@@H](C3)CC(=O)C=C3[O-],57400610,2,57400610,"InChI=1S/C17H14F6O2/c18-16(19,20)10-1-8(2-11(5-10)17(21,22)23)14-7-15(14)9-3-12(24)6-13(25)4-9/h1-2,5,9,14-15H,3-4,6-7H2/t14-,15-/m0/s1",ZGNWACSWSPOQCW-GJZGRUSLSA-N,364.089799,C17H14F6O2,364.282279,34.1,683548,0,28.0,"5-[(1S,2R)-2-[3,5-bis(trifluoromethyl)phenyl]cyclopropyl]cyclohexane-1,3-dione","5-[(1S,2R)-2-[3,5-bis(trifluoromethyl)phenyl]cyclopropyl]cyclohexane-1,3-quinone",1,0,ligprep_3.sdf,652,55137,0,RkMoRikoRiljKFtjSF0xKVtjSF1jKEMoRikoRilGKVtjSF1jMVtDQEhdKFtDSDJdMilbQ0BASF0yW0NIXTNbQ0gyXUMoPU8pW0NIMl1DKD1PKVtDSDJdMw==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0,0.0,0.0,0.0078,0.00777436664674052,-1,1,,,S-OPLS,20.757524,1,57400610-1,-361.683868408203,8.35576343536377,18.5973682403564,21.9384250640869,1.06231451034546,65.7321243286133,-244.369400024414,-233.000473022461,0,0.0843703523278236,57400610,4.0,,,2,0,0,0,0,1,0,1,364.287,2.033,590.311,151.302,108.202,97.497,233.31,1019.163,1.0,2.75,0.0040536,0.0046586,0.8296844,34.922,7.803,15.297,6.573,4.767,-6.882,-5.843,-4.753,932.865,0.028,8705.581,-3.074,9.876,1.05,7,0.816,1,100.0,233.31,0.0,51.386,2,0,2,15,3,12,6,25,4.02971274132376e-05
[O-][N+](=O)c(o1)ccc1C2=NO[C@@H](C2)c3ccc(nc3)N4CCOCC4=O,71461814,2,71461814,"InChI=1S/C16H14N4O6/c21-15-9-24-6-5-19(15)14-3-1-10(8-17-14)13-7-11(18-26-13)12-2-4-16(25-12)20(22)23/h1-4,8,13H,5-7,9H2",HFHXZVXNGMKLIG-UHFFFAOYSA-N,358.091,C16H14N4O6,358.306,123.0,687458,1,60.6,"4-[5-[3-(5-nitrofuran-2-yl)-4,5-dihydro-1,2-oxazol-5-yl]pyridin-2-yl]morpholin-3-one",4-[5-[3-(5-nitro-2-furyl)-2-isoxazolin-5-yl]-2-pyridyl]morpholin-3-one,0,0,ligprep_3.sdf,653,55137,0,W08tXVtOK10oPU8pYyhbY0hdW2NIXTEpb2MxQyhbQ0gyXTIpPU5PW0NAQEhdMmMzW2NIXVtjSF1jKG5bY0hdMylONFtDSDJdW0NIMl1PW0NIMl1DND1P,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.0013,0.0,0.0013,0.0009,0.00086772370102937,0,2,,,S-OPLS,19.371215,1,71461814-1,45.0308227539063,21.6980457305908,53.7618522644043,-82.1556625366211,0.206542372703552,84.8397903442383,59.5800666809082,-92.8998107910156,1,0.0405510365962982,,1.2,,This compound has an imine and may undergo hydrolysis.,1,0,0,0,0,1,0,-2,358.31,7.603,607.888,206.191,208.436,193.261,0.0,1050.119,0.0,9.9,0.0550462,0.0,0.8219278,37.075,10.762,18.63,13.445,0.109,-2.39,-3.085,-5.335,104.545,-1.554,43.086,-4.584,9.407,1.719,6,-1.024,3,63.722,0.0,0.0,129.046,10,0,0,22,0,22,5,26,0.0380065937168848
[O-][N+](=O)c(o1)ccc1C2=NO[C@@H](C2)c3ccc(cc3)N4CCSCC4,71460091,2,71460091,"InChI=1S/C17H17N3O4S/c21-20(22)17-6-5-15(23-17)14-11-16(24-18-14)12-1-3-13(4-2-12)19-7-9-25-10-8-19/h1-6,16H,7-11H2",CRDZCUVZVGGYLQ-UHFFFAOYSA-N,359.093977,C17H17N3O4S,359.39958,109.0,687458,0,2.4,"3-(5-nitrofuran-2-yl)-5-(4-thiomorpholin-4-ylphenyl)-4,5-dihydro-1,2-oxazole",3-(5-nitro-2-furyl)-5-(4-thiomorpholinophenyl)-2-isoxazoline,1,0,ligprep_3.sdf,654,55137,0,W0NIMl0xW0NIMl1TW0NIMl1bQ0gyXU4xYzJbY0hdW2NIXWMoW2NIXVtjSF0yKVtDQEhdM09OPUMoW0NIMl0zKWM0b2MoW04rXShbTy1dKT1PKVtjSF1bY0hdNA==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.001,0.0,0.001,0.0006,0.000634747482961689,0,2,,,S-OPLS,3.10825,1,71460091-2,-14.3260345458984,11.2467889785767,27.8076839447021,-76.3479461669922,-3.07378578186035,50.2175788879395,45.9536819458008,-70.1300354003906,1,0.0424026548862457,71460091,3.4,,This compound has an imine and may undergo hydrolysis.,0,0,0,0,0,1,0,-1,359.399,10.137,634.705,221.245,153.578,211.532,48.35,1095.554,0.0,5.7,0.0937974,0.0,0.809746,39.068,11.282,17.554,9.141,3.036,-5.308,-4.991,-5.619,346.351,-0.94,289.388,-3.509,8.884,1.672,3,0.231,3,90.174,0.0,0.0,83.796,7,0,0,22,0,22,6,25,0.000547642865983178
O=C1C[N@H+](C)CCN1c(nc2)ccc2[C@@H](C3)ON=C3c4ccc(o4)[N+]([O-])=O,71458232,2,71458232,"InChI=1S/C17H17N5O5/c1-20-6-7-21(16(23)10-20)15-4-2-11(9-18-15)14-8-12(19-27-14)13-3-5-17(26-13)22(24)25/h2-5,9,14H,6-8,10H2,1H3",OFNMIOPMUGTZHI-UHFFFAOYSA-N,371.122969,C17H17N5O5,371.34738,117.0,687458,0,21.0,"4-methyl-1-[5-[3-(5-nitrofuran-2-yl)-4,5-dihydro-1,2-oxazol-5-yl]pyridin-2-yl]piperazin-2-one",4-methyl-1-[5-[3-(5-nitro-2-furyl)-2-isoxazolin-5-yl]-2-pyridyl]piperazin-2-one,1,0,ligprep_3.sdf,655,55137,0,W08tXVtOK10oPU8pYyhbY0hdW2NIXTEpb2MxQyhbQ0gyXTIpPU5PW0NASF0yYyhbY0hdW2NIXTMpW2NIXW5jM040W0NIMl1bQ0gyXU4oW0NIM10pW0NIMl1DND1P,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.2126,0.2126,0.0,0.2037,0.416324086772145,1,3,,,S-OPLS,35.961964,1,71458232-1,131.895050048828,17.6797313690186,76.7325057983398,-41.4273147583008,0.318489253520966,66.339225769043,346.330413818359,-334.078002929688,1,0.0482049360871315,71458232,1.3,,This compound has an imine and may undergo hydrolysis.,1,1,0,0,0,1,0,-2,371.352,3.774,659.171,252.685,211.507,194.98,0.0,1141.682,0.0,10.2,0.0124781,0.0,0.8014267,40.756,11.687,19.458,13.897,0.014,-1.985,-2.175,-6.401,24.383,-1.294,9.882,-6.697,9.608,1.874,6,-0.839,2,51.85,0.0,0.0,127.368,10,0,0,22,0,22,5,27,0.000770919026795712
O=C1C[N@H+](C)CCN1c(cc2)ccc2[C@@H](C3)ON=C3c4ccc(o4)[N+]([O-])=O,71458231,2,71458231,"InChI=1S/C18H18N4O5/c1-20-8-9-21(17(23)11-20)13-4-2-12(3-5-13)16-10-14(19-27-16)15-6-7-18(26-15)22(24)25/h2-7,16H,8-11H2,1H3",YQLLONIEIFEJGE-UHFFFAOYSA-N,370.12772,C18H18N4O5,370.35932,104.0,687458,0,23.4,"4-methyl-1-[4-[3-(5-nitrofuran-2-yl)-4,5-dihydro-1,2-oxazol-5-yl]phenyl]piperazin-2-one",4-methyl-1-[4-[3-(5-nitro-2-furyl)-2-isoxazolin-5-yl]phenyl]piperazin-2-one,1,0,ligprep_3.sdf,656,55137,0,W08tXVtOK10oPU8pYyhbY0hdW2NIXTEpb2MxQyhbQ0gyXTIpPU5PW0NASF0yYyhbY0hdW2NIXTMpW2NIXVtjSF1jM040W0NIMl1bQ0gyXU4oW0NIM10pW0NIMl1DND1P,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,,0.1797,0.1797,0.0,0.1691,0.348798528880758,1,3,,,S-OPLS,39.455659,1,71458231-2,177.668060302734,16.5773525238037,74.9050521850586,-23.0218868255615,0.799119174480438,59.1027450561523,375.724914550781,-326.419250488281,1,0.0485725067555904,71458231,2.1,,This compound has an imine and may undergo hydrolysis.,1,1,0,0,0,1,0,-2,370.364,8.399,653.76,242.935,197.996,212.828,0.0,1143.397,0.0,9.2,0.0617019,0.0,0.8088694,40.995,11.729,19.669,12.928,0.626,-2.407,-2.618,-6.366,32.749,-1.116,13.594,-6.385,9.543,1.708,5,-0.566,2,57.731,0.0,0.0,115.301,9,0,0,22,0,22,5,27,0.000597971307869881
[O-][N+](=O)c(o1)ccc1C2=NO[C@@H](C2)c3ccc(cc3)N4CCOCC4=O,71454661,2,71454661,"InChI=1S/C17H15N3O6/c21-16-10-24-8-7-19(16)12-3-1-11(2-4-12)15-9-13(18-26-15)14-5-6-17(25-14)20(22)23/h1-6,15H,7-10H2",IDGWOWROCIIXQH-UHFFFAOYSA-N,357.096085,C17H15N3O6,357.3175,110.0,687458,1,84.0,"4-[4-[3-(5-nitrofuran-2-yl)-4,5-dihydro-1,2-oxazol-5-yl]phenyl]morpholin-3-one",4-[4-[3-(5-nitro-2-furyl)-2-isoxazolin-5-yl]phenyl]morpholin-3-one,1,0,ligprep_3.sdf,657,55137,0,W08tXVtOK10oPU8pYyhbY0hdW2NIXTEpb2MxQyhbQ0gyXTIpPU5PW0NAQEhdMmMzW2NIXVtjSF1jKFtjSF1bY0hdMylONFtDSDJdW0NIMl1PW0NIMl1DND1P,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0,0.0,0.0,-0.0,0.0,0,2,,,S-OPLS,19.780613,1,71454661-2,86.701301574707,21.7153282165527,50.9445343017578,-77.1317825317383,0.447357803583145,78.739013671875,106.78311920166,-94.7962799072266,1,0.0461855605244637,71454661,1.9,,This compound has an imine and may undergo hydrolysis.,0,0,0,0,0,1,0,-2,357.322,10.486,608.676,202.035,196.463,210.178,0.0,1056.363,0.0,8.9,0.1040928,0.0,0.8241146,37.487,10.861,18.884,12.496,0.739,-2.929,-3.528,-5.38,135.781,-1.425,57.155,-4.304,9.236,1.695,5,-0.739,3,69.446,0.0,0.0,118.864,9,0,0,22,0,22,5,26,0.0209108368960476
[O-][N+](=O)c(o1)ccc1C2=NO[C@@H](C2)c3ccc(nc3)N4CCOCC4,71454660,2,71454660,"InChI=1S/C16H16N4O5/c21-20(22)16-4-2-13(24-16)12-9-14(25-18-12)11-1-3-15(17-10-11)19-5-7-23-8-6-19/h1-4,10,14H,5-9H2",ANRBDYBMLVFLGV-UHFFFAOYSA-N,344.11207,C16H16N4O5,344.32204,106.0,687458,1,73.8,"4-[5-[3-(5-nitrofuran-2-yl)-4,5-dihydro-1,2-oxazol-5-yl]pyridin-2-yl]morpholine",4-[5-[3-(5-nitro-2-furyl)-2-isoxazolin-5-yl]-2-pyridyl]morpholine,1,0,ligprep_3.sdf,658,55137,0,W0NIMl0xW0NIMl1PW0NIMl1bQ0gyXU4xYyhuW2NIXTIpW2NIXVtjSF1jMltDQEhdM09OPUMoW0NIMl0zKWM0b2MoW04rXShbTy1dKT1PKVtjSF1bY0hdNA==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.0,0.0019,0.0,0.0019,0.0013,0.00131217244338204,0,2,,,S-OPLS,7.12374,1,71454660-2,-0.912822902202606,14.695104598999,28.9600772857666,-80.8257751464844,-2.06049776077271,69.6306457519531,49.0223045349121,-80.3346710205078,1,0.0425585955381393,71454660,1.9,,This compound has an imine and may undergo hydrolysis.,1,0,0,0,0,1,0,-2,344.326,4.951,604.943,244.779,160.021,200.142,0.0,1043.64,0.0,7.4,0.0234843,0.0,0.8225291,36.882,10.406,16.552,10.693,1.627,-3.643,-3.883,-5.358,300.899,-1.074,135.078,-3.668,8.726,1.75,5,-0.374,3,80.83,0.0,0.0,102.69,9,0,0,22,0,22,6,25,0.0168230988317293
